seed,step,ham_type,n_qubits,reps,eta_0,lambda_reg,tau,energy,gnorm,phase,cusum_alarm_frac,welford_mean,js_mean,ema_mean,momentum_norm,curvature_gamma,n_circuits_step,escaped,escape_mode,restarted,final_gap,n_steps_total
0,1,tfim,12,4,0.05,0.01,1.0,-8.25405886329213,5.50596267182914,active,0.0,0.0,0.0001,0.0,5.50596267182914,4.999995000005001,97,False,,False,0.030306826889146876,200
0,2,tfim,12,4,0.05,0.01,1.0,-9.628508346091728,4.487814809827356,active,0.0,0.02115768388681916,0.02115768389084682,0.0327120627631887,4.932303559065806,0.5283695030704421,97,False,,False,0.030306826889146876,200
0,3,tfim,12,4,0.05,0.01,1.0,-10.587361881472978,3.4927418155102345,active,0.0,0.04233640471805709,0.04233640472061604,0.04502525790078773,4.3140921192973956,0.2787912942981266,97,False,,False,0.030306826889146876,200
0,4,tfim,12,4,0.05,0.01,1.0,-11.19949580822535,2.7161623908929533,active,0.0,0.06569183050291844,0.06569183050485403,0.04794916998003742,3.706297101147269,0.18330640854697414,97,False,,False,0.030306826889146876,200
0,5,tfim,12,4,0.05,0.01,1.0,-11.56412161366865,2.2210825669158365,active,0.0,0.08751377720605642,0.08751377720769293,0.04789214748619594,3.1444920044233973,0.13886762716574338,97,False,,False,0.030306826889146876,200
0,6,tfim,12,4,0.05,0.01,1.0,-11.770729733658492,1.9595879229033601,active,0.0,0.10561449855515541,0.10561449855665307,0.04758971943846907,2.6478040403895107,0.11561816294766077,97,False,,False,0.030306826889146876,200
0,7,tfim,12,4,0.05,0.01,1.0,-11.88506557840563,1.8310713682620328,active,0.0,0.11922045985495407,0.11922045985640624,0.047730572049755726,2.223560260573629,0.10269431908291832,97,False,,False,0.030306826889146876,200
0,8,tfim,12,4,0.05,0.01,1.0,-11.949671790414708,1.7512101799083648,active,0.0,0.12847388793506972,0.1284738879365364,0.048168270880505466,1.871387655591689,0.1,97,False,,False,0.030306826889146876,200
0,9,tfim,12,4,0.05,0.01,1.0,-11.989553166045821,1.6761209645305195,active,0.0,0.1339667818823499,0.13396678188386998,0.04856816740538223,1.586154762953764,0.1,97,False,,False,0.030306826889146876,200
0,10,tfim,12,4,0.05,0.01,1.0,-12.018142763907179,1.5910183615562012,active,0.0,0.13643391234373214,0.1364339123453273,0.0486667843246392,1.3598649867202701,0.1,97,False,,False,0.030306826889146876,200
0,11,tfim,12,4,0.05,0.01,1.0,-12.041925650072562,1.4955278020353406,active,0.0,0.13659083947369946,0.13659083947537523,0.04833357681264385,1.1829535184016575,0.1,97,False,,False,0.030306826889146876,200
0,12,tfim,12,4,0.05,0.01,1.0,-12.063580008772396,1.395221807625168,active,0.0,0.13506421832950458,0.1350642183312518,0.04755258919662093,1.0454589711035625,0.1,97,False,,False,0.030306826889146876,200
0,13,tfim,12,4,0.05,0.01,1.0,-12.08395698268065,1.2972665353803954,active,0.0,0.1323691799910793,0.13236917999287753,0.04637988471941868,0.9382120637696323,0.1,97,False,,False,0.030306826889146876,200
0,14,tfim,12,4,0.05,0.01,1.0,-12.103232336834845,1.2075869384997218,active,0.0,0.12890793970849515,0.12890793971031805,0.044900497217680406,0.8537695692734355,0.1,97,False,,False,0.030306826889146876,200
0,15,tfim,12,4,0.05,0.01,1.0,-12.121475855270697,1.1288194188395266,active,0.0,0.12497883454193666,0.12497883454375748,0.04319585817629623,0.786725418044695,0.1,97,False,,False,0.030306826889146876,200
0,16,tfim,12,4,0.05,0.01,1.0,-12.138828775370275,1.0595388342037326,active,0.0,0.1207919370042907,0.12079193700608688,0.04132659286120185,0.7333208065023549,0.10138537888411583,97,False,,False,0.030306826889146876,200
0,17,tfim,12,4,0.05,0.01,1.0,-12.155458184543347,0.9951758507651278,active,0.0,0.11648867675218359,0.11648867675393905,0.03933039982379906,0.6906457875287847,0.10505201064974935,97,False,,False,0.030306826889146876,200
0,18,tfim,12,4,0.05,0.01,1.0,-12.171435820308314,0.9301108508847978,active,0.0,0.11216231524943182,0.11216231525113725,0.037230340295462884,0.6558909294782992,0.10901576250460837,97,False,,False,0.030306826889146876,200
0,19,tfim,12,4,0.05,0.01,1.0,-12.186647902190215,0.859820250037765,active,0.0,0.10787605004129482,0.10787605004294647,0.03504681667122595,0.6260012919120047,0.11324920317587364,97,False,,False,0.030306826889146876,200
0,20,tfim,12,4,0.05,0.01,1.0,-12.200788036508978,0.7822623640201957,active,0.0,0.1036764940812382,0.10367649408283587,0.03280724450173642,0.5978053962739669,0.11772850303490612,97,False,,False,0.030306826889146876,200
0,21,tfim,12,4,0.05,0.01,1.0,-12.21343370639558,0.6983766969566975,active,0.0,0.09960175630924717,0.09960175631079264,0.03054995601668636,0.5684343912729373,0.12242688221809454,97,False,,False,0.030306826889146876,200
0,22,tfim,12,4,0.05,0.01,1.0,-12.22417198841519,0.6119640695191803,active,0.0,0.09568470004240524,0.09568470004390095,0.02832181816833093,0.535767774963149,0.12731107470230757,97,False,,False,0.030306826889146876,200
0,23,tfim,12,4,0.05,0.01,1.0,-12.23272679969186,0.5292026246576842,active,0.0,0.09195282538137839,0.09195282538282663,0.02617136294217895,0.4987290944656567,0.1323411938041551,97,False,,False,0.030306826889146876,200
0,24,tfim,12,4,0.05,0.01,1.0,-12.23904578440537,0.45775723305500376,active,0.0,0.088426533701078,0.0884265337024807,0.02414041561633561,0.45738377935766866,0.13747361905832506,97,False,,False,0.030306826889146876,200
0,25,tfim,12,4,0.05,0.01,1.0,-12.243323357250318,0.4049558082609341,active,0.0,0.0851173559790509,0.08511735598040955,0.022257202185062355,0.4128723406369081,0.14266579382199385,97,False,,False,0.030306826889146876,200
0,26,tfim,12,4,0.05,0.01,1.0,-12.245959179776028,0.374552734414214,active,0.0,0.08202721119606048,0.08202721119737644,0.020532969266305216,0.36723330519798514,0.14788136806386395,97,False,,False,0.030306826889146876,200
0,27,tfim,12,4,0.05,0.01,1.0,-12.247470578216598,0.3637926083148399,active,0.0,0.0791491074753523,0.0791491074766269,0.01896273013194508,0.323149199442631,0.15309413665101088,97,False,,False,0.030306826889146876,200
0,28,tfim,12,4,0.05,0.01,1.0,-12.24838773065298,0.36445959039630876,active,0.0,0.07646911419852559,0.07646911419976037,0.017529404187037103,0.2835955518735572,0.1582897279669507,97,False,,False,0.030306826889146876,200
0,29,tfim,12,4,0.05,0.01,1.0,-12.249160357257761,0.3673673898876544,active,0.0,0.07396906551951249,0.07396906552070913,0.016209766807600716,0.25130424558990405,0.16346478809981568,97,False,,False,0.030306826889146876,200
0,30,tfim,12,4,0.05,0.01,1.0,-12.250096367662731,0.36574166892112897,active,0.0,0.07162934967308097,0.07162934967424138,0.014980433630724077,0.2279727451251768,0.16862416348674364,97,False,,False,0.030306826889146876,200
0,31,tfim,12,4,0.05,0.01,1.0,-12.251340795982344,0.35596881176696915,active,0.0,0.06943124513981289,0.06943124514093903,0.013822466260138869,0.21346392478444198,0.17377704975440236,97,False,,False,0.030306826889146876,200
